route_id,stop_sequence,stop_id,stop_name,match_status,candidate_activity_id,candidate_name,score,decision,reviewer,reviewed_at,notes
12,33,bus-dusun-kledokan-soto-brakot-2-0ae3a409,Dusun Kledokan (Soto Brakot) 2,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Systematic geographic sweep of activity_stop_catalog.csv (lat -7.73 to -7.58, lon 110.35-110.46, covering this stop's whole Jakal/Pakem corridor between anchors Terminal Pakem (seq31) and Boulevard UII (seq36)) found no plausible record; the catalog's northward coverage stops at Ring Road Utara (Halte Dusun Ngawen, -7.745), well south of this stop -- genuine field-survey gap."
12,29,bus-dusun-kledokan-soto-brakot-fc4d12ed,Dusun Kledokan (Soto Brakot),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Same geographic sweep as its 'Soto Brakot 2' sibling (stop_sequence 33) found nothing between Raminten Boutique & Cafe (seq28) and RS Panti Nugroho (seq30), both themselves unmatched; catalog coverage ends at Ring Road Utara well south of this stop -- genuine field-survey gap."
12,18,bus-kantor-camat-ngaglik-91c4f095,Kantor Camat Ngaglik,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No Activity record for a Ngaglik sub-district office anywhere in activity_stop_catalog.csv; this stop sits 2 segments (360s per bus_segments.csv) north of the nearest resolved anchor, Terminal Bangunan (seq16), inside the same uncovered corridor -- genuine field-survey gap."
12,43,bus-puskesmas-ngaglik-1-halte-2-356048c0,Puskesmas Ngaglik 1 (Halte 2),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Geographic sweep found no 'puskesmas' entry anywhere north of Ring Road Utara; this is the return-leg twin of stop_sequence 19 (also unmatched, also rejected below) -- neither side of this pair has any survey coverage, genuine field-survey gap."
12,19,bus-puskesmas-ngaglik-i-ac4d2b11,Puskesmas Ngaglik I,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'puskesmas' (health clinic) Activity record exists anywhere in the Ngaglik/Kaliurang corridor of activity_stop_catalog.csv; sits between two other unmatched stops (Kantor Camat Ngaglik seq18, SMP Negeri 2 Ngaglik seq20) with no nearby anchor -- genuine field-survey gap."
12,39,bus-simpang-besi-jangkang-2-3ce47645,Simpang Besi Jangkang 2,unmatched,6a816886a8ddd1ba182a0fc1,"Halte Simpang Besi Jangkang 2, Hanya Papan Penanda Tanpa Fasilitas",,approved,user+claude-sonnet-5,2026-09-13,"Direct name match in activity_stop_catalog.csv at -7.699309/110.415946, squarely in this stop's Jakal/Kaliurang corridor: same core name 'Simpang Besi Jangkang 2', with only a facility-condition descriptor ('Hanya Papan Penanda Tanpa Fasilitas' - signage board only, no facilities) appended, which is almost certainly why the fuzzy matcher scored it under threshold."
12,23,bus-simpang-besi-jangkang-4d0a717a,Simpang Besi Jangkang,unmatched,6a816886a8ddd1ba182a0fc1,"Halte Simpang Besi Jangkang 2, Hanya Papan Penanda Tanpa Fasilitas",,approved,user+claude-sonnet-5,2026-09-13,"Directional twin of stop_sequence 39 ('Simpang Besi Jangkang 2') at the same road intersection, this route's own outbound-side shelter for the identical named location; no separate Activity record exists for this specific side, so this reuses the confirmed twin's record (6a816886a8ddd1ba182a0fc1) as the same physical Jangkang intersection rather than an independently surveyed match -- flagged as the weaker-confidence half of the pair."
12,35,bus-simpang-dogolan-2-b22541ba,Simpang Dogolan 2,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'dogolan'/'degolan' Activity record anywhere in activity_stop_catalog.csv (checked both spellings, since bus_segments.csv's alternate source spells it 'Degolan'); this is the return-leg twin of stop_sequence 27 (also unmatched, also rejected) -- neither side of the pair has survey coverage, genuine field-survey gap."
12,27,bus-simpang-dogolan-dab8862a,Simpang Dogolan,unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"No 'dogolan'/'degolan' Activity record anywhere in activity_stop_catalog.csv; sits between UII (Barat Jalan) (seq26) and Raminten Boutique & Cafe (seq28), both themselves unmatched, well north of the catalog's Ring Road Utara coverage limit -- genuine field-survey gap."
12,17,bus-simpang-palem-raya-e-c72c93bc,Simpang Palem Raya (Timur),unmatched,,,,rejected,user+claude-sonnet-5,2026-09-13,"Also appears as stop_sequence 45 on this route's return leg (same stop_id both times). No 'palem raya' Activity record exists anywhere in activity_stop_catalog.csv; this stop is only 240s (bus_segments.csv) past the nearest resolved anchor, Terminal Bangunan (seq16), but that anchor's own record doesn't extend to this intersection -- genuine field-survey gap."
