route_id,stop_sequence,stop_id,stop_name,match_status,candidate_activity_id,candidate_name,score,decision,reviewer,reviewed_at,notes
12,2,bus-spbu-concat-e-e9b46f87,SPBU Concat (T),unmatched,,,,,,,no candidate generated
12,3,bus-prayan-e-d22ce9c8,Prayan (T),unmatched,,,,,,,no candidate generated
12,4,bus-susteran-novisiat-e-5af4d58e,Susteran Novisiat (T),unmatched,,,,,,,no candidate generated
12,5,bus-sanata-dharma-e-fb763e5c,Sanata Dharma (T),review_fuzzy,6a8e970046690fc6c68d9f71,Halte Sanata Dharma,1.000000,approved,claude-sonnet-5,2026-09-12,"Exact name match, single candidate, no sibling ambiguity"
12,6,bus-samirono-s-21198e04,Samirono (S),review_fuzzy,6a92d9d852d86e03b51ddbd2,Halte Samirono,1.000000,approved,claude-sonnet-5,2026-09-12,"Exact name match, single candidate, no sibling ambiguity"
12,7,bus-rs-panti-rapih-s-d7666844,RS Panti Rapih (S),review_fuzzy,6a8d0a83eca288692ef377ee,Halte RS Panti Rapih,1.000000,rejected,user+claude-sonnet-5,2026-09-13,"Reversed: exact name match but this specific survey pin (110.378230,-7.776234) sits near UNY/Colombo, not at the real RS Panti Rapih hospital on Jl. Cik Di Tiro - user caught it producing a wrong OSM detour on route 3A's mock geometry. transit_stops row 464 deleted from the DB."
12,8,bus-vokasi-ugm-w-08874eb4,Vokasi UGM (B),review_fuzzy,6a8cfb1f52d86e03b51a5dd9,Halte Vokasi UGM,1.000000,approved,claude-sonnet-5,2026-09-12,"Exact name match, single candidate. Same activity also matches Vokasi UGM (T) at seq 55 - one surveyed shelter apparently serves both route directions here, not a conflict since they are different stop_ids"
12,9,bus-fkg-ugm-s-1cd7bfe3,FKG UGM (S),review_fuzzy,6a8cf57152d86e03b51a5a67,Halte FKG UGM A,0.791667,approved,claude-sonnet-5,2026-09-12,"Map screenshot cross-check: only one named icon exists ('TPB Fak. Kedokteran UGM'); A's pin sits exactly on it, B drifts ~18m off-road with no second landmark. A is the accurately-located observation of what appears to be a single shelter serving both route directions here."
12,9,bus-fkg-ugm-s-1cd7bfe3,FKG UGM (S),review_fuzzy,6a8cf67ceca288692ef36cd9,Halte FKG UGM B,0.791667,rejected,claude-sonnet-5,2026-09-12,"Map screenshot cross-check: pin drifts ~18m off the only confirmed halte icon, no second landmark - duplicate/noisy observation of FKG UGM A, not a distinct place"
12,10,bus-rs-sardjito-w-0ad8bcca,RS Sardjito (B),review_fuzzy,6a8441d73dbe4dacc783f9f2,Halte Trans Jogja - RS Sardjito A,0.816667,rejected,claude-sonnet-5,2026-09-12,"All three RS Sardjito candidates cluster within ~4m of each other (same physical shelter, multiple survey posts). Superseded by 'Halte RS Sardjito Barat' which explicitly names the side (Barat=West matches this stop's (B) suffix) rather than a generic A/B label."
